Posizione, Can 1 e 2, Raccolta #4
Tempo ( s )	Posizione ( m )
15,8000	-0,00106
15,9000	-0,00106
16,0000	-0,00106
16,1000	-0,00106
16,2000	-0,00106
16,3000	-0,00106
16,4000	-0,00106
16,5000	-0,00106
16,6000	-0,00106
16,7000	-0,00106
16,8000	-0,00112
16,9000	-0,00112
17,0000	-0,00112
17,1000	-0,00112
17,2000	-0,00112
17,3000	-0,00112
17,4000	-0,00112
17,5000	-0,00112
17,6000	-0,00112
17,7000	-0,00112
17,8000	-0,00112
17,9000	-0,00112
18,0000	-0,00106
18,1000	-9,37500E-4
18,2000	-7,50000E-4
18,3000	-6,25000E-4
18,4000	-3,75000E-4
18,5000	-1,87500E-4
18,6000	0,00000
18,7000	2,50000E-4
18,8000	4,37500E-4
18,9000	6,25000E-4
19,0000	8,75000E-4
19,1000	0,00106
19,2000	0,00125
19,3000	0,00150
19,4000	0,00169
19,5000	0,00187
19,6000	0,00206
19,7000	0,00225
19,8000	0,00244
19,9000	0,00256
20,0000	0,00269
20,1000	0,00287
20,2000	0,00300
20,3000	0,00312
20,4000	0,00319
20,5000	0,00331
20,6000	0,00344
20,7000	0,00350
20,8000	0,00362
20,9000	0,00369
21,0000	0,00381
21,1000	0,00387
21,2000	0,00394
21,3000	0,00400
21,4000	0,00412
21,5000	0,00419
21,6000	0,00425
21,7000	0,00431
21,8000	0,00437
21,9000	0,00444
22,0000	0,00450
22,1000	0,00456
22,2000	0,00462
22,3000	0,00469
22,4000	0,00469
22,5000	0,00475
22,6000	0,00481
22,7000	0,00487
22,8000	0,00494
22,9000	0,00494
23,0000	0,00500
23,1000	0,00506
23,2000	0,00506
23,3000	0,00513
23,4000	0,00513
23,5000	0,00519
23,6000	0,00525
23,7000	0,00525
23,8000	0,00531
23,9000	0,00531
24,0000	0,00537
24,1000	0,00537
24,2000	0,00537
24,3000	0,00544
24,4000	0,00544
24,5000	0,00550
24,6000	0,00550
24,7000	0,00556
24,8000	0,00556
24,9000	0,00556
25,0000	0,00562
25,1000	0,00562
25,2000	0,00569
25,3000	0,00569
25,4000	0,00569
25,5000	0,00575
25,6000	0,00575
25,7000	0,00575
25,8000	0,00581
25,9000	0,00581
26,0000	0,00581
26,1000	0,00581
26,2000	0,00587
26,3000	0,00587
26,4000	0,00587
26,5000	0,00587
26,6000	0,00594
26,7000	0,00594
26,8000	0,00594
26,9000	0,00594
27,0000	0,00594
27,1000	0,00600
27,2000	0,00600
27,3000	0,00606
27,4000	0,00606
27,5000	0,00606
27,6000	0,00606
27,7000	0,00606
27,8000	0,00606
27,9000	0,00606
28,0000	0,00612
28,1000	0,00612
28,2000	0,00612
28,3000	0,00612
28,4000	0,00612
28,5000	0,00612
28,6000	0,00619
28,7000	0,00619
28,8000	0,00619
28,9000	0,00619
29,0000	0,00619
29,1000	0,00619
29,2000	0,00625
29,3000	0,00625
29,4000	0,00625
29,5000	0,00625
29,6000	0,00625
29,7000	0,00625
29,8000	0,00625
29,9000	0,00625
30,0000	0,00631
30,1000	0,00631
30,2000	0,00631
30,3000	0,00631
30,4000	0,00631
30,5000	0,00631
30,6000	0,00631
30,7000	0,00631
30,8000	0,00631
30,9000	0,00637
31,0000	0,00637
31,1000	0,00637
31,2000	0,00637
31,3000	0,00637
31,4000	0,00637
31,5000	0,00637
31,6000	0,00637
31,7000	0,00637
31,8000	0,00637
31,9000	0,00637
32,0000	0,00637
32,1000	0,00644
32,2000	0,00644
32,3000	0,00644
32,4000	0,00644
32,5000	0,00644
32,6000	0,00644
32,7000	0,00644
32,8000	0,00644
32,9000	0,00644
33,0000	0,00644
33,1000	0,00650
33,2000	0,00650
33,3000	0,00650
33,4000	0,00650
33,5000	0,00650
33,6000	0,00650
33,7000	0,00650
33,8000	0,00650
33,9000	0,00650
34,0000	0,00650
34,1000	0,00650
34,2000	0,00650
34,3000	0,00650
34,4000	0,00650
34,5000	0,00650
34,6000	0,00650
34,7000	0,00650
34,8000	0,00650
34,9000	0,00650
35,0000	0,00650
35,1000	0,00656
35,2000	0,00656
35,3000	0,00656
35,4000	0,00656
35,5000	0,00656
35,6000	0,00656
35,7000	0,00656
35,8000	0,00656
35,9000	0,00656
36,0000	0,00656
36,1000	0,00656
36,2000	0,00656
36,3000	0,00656
36,4000	0,00656
36,5000	0,00656
36,6000	0,00656
36,7000	0,00656
36,8000	0,00656
36,9000	0,00656
37,0000	0,00656
37,1000	0,00656
37,2000	0,00656
37,3000	0,00656
37,4000	0,00656
37,5000	0,00656
37,6000	0,00656
37,7000	0,00656
37,8000	0,00656
37,9000	0,00656
38,0000	0,00663
38,1000	0,00663
38,2000	0,00663
38,3000	0,00663
38,4000	0,00663
38,5000	0,00663
38,6000	0,00663
38,7000	0,00663
38,8000	0,00663
38,9000	0,00663
39,0000	0,00663
39,1000	0,00663
39,2000	0,00663
39,3000	0,00663
39,4000	0,00663
39,5000	0,00663
39,6000	0,00663
39,7000	0,00663
39,8000	0,00663
39,9000	0,00663
40,0000	0,00663
40,1000	0,00663
40,2000	0,00663
40,3000	0,00663
40,4000	0,00663
40,5000	0,00663
40,6000	0,00663
40,7000	0,00663
40,8000	0,00663
40,9000	0,00663
41,0000	0,00663
41,1000	0,00663
41,2000	0,00663
41,3000	0,00663
41,4000	0,00663
41,5000	0,00663
41,6000	0,00663
41,7000	0,00663
41,8000	0,00663
41,9000	0,00663
42,0000	0,00663
42,1000	0,00663
42,2000	0,00663
42,3000	0,00663
42,4000	0,00663
42,5000	0,00663
42,6000	0,00663
42,7000	0,00663
42,8000	0,00663
42,9000	0,00663
43,0000	0,00663
43,1000	0,00663
43,2000	0,00663
43,3000	0,00663
43,4000	0,00663
43,5000	0,00663
43,6000	0,00663
43,7000	0,00663
43,8000	0,00663
43,9000	0,00725
44,0000	0,00769
44,1000	0,00775
44,2000	0,00775
44,3000	0,00781
44,4000	0,00781
44,5000	0,00781
44,6000	0,00781
44,7000	0,00781
44,8000	0,00787
44,9000	0,00787
45,0000	0,00787
45,1000	0,00787
45,2000	0,00787
45,3000	0,00787
45,4000	0,00787
45,5000	0,00787
45,6000	0,00794
45,7000	0,00794
45,8000	0,00794
45,9000	0,00794
46,0000	0,00794
46,1000	0,00794
46,2000	0,00787
46,3000	0,00787
46,4000	0,00781
46,5000	0,00781
46,6000	0,00775
46,7000	0,00775
46,8000	0,00775
46,9000	0,00769
47,0000	0,00763
47,1000	0,00750
47,2000	0,00737
47,3000	0,00725
47,4000	0,00700
47,5000	0,00681
47,6000	0,00663
47,7000	0,00644
47,8000	0,00625
47,9000	0,00606
48,0000	0,00587
48,1000	0,00569
48,2000	0,00556
48,3000	0,00537
48,4000	0,00525
48,5000	0,00506
48,6000	0,00494
48,7000	0,00481
48,8000	0,00469
48,9000	0,00456
49,0000	0,00444
49,1000	0,00437
49,2000	0,00425
49,3000	0,00419
49,4000	0,00406
49,5000	0,00400
49,6000	0,00387
49,7000	0,00381
49,8000	0,00375
49,9000	0,00362
50,0000	0,00356
50,1000	0,00350
50,2000	0,00344
50,3000	0,00337
50,4000	0,00331
50,5000	0,00325
50,6000	0,00319
50,7000	0,00312
50,8000	0,00312
50,9000	0,00306
51,0000	0,00300
51,1000	0,00294
51,2000	0,00287
51,3000	0,00287
51,4000	0,00281
51,5000	0,00275
51,6000	0,00275
51,7000	0,00269
51,8000	0,00269
51,9000	0,00262
52,0000	0,00256
52,1000	0,00256
52,2000	0,00250
52,3000	0,00250
52,4000	0,00244
52,5000	0,00244
52,6000	0,00237
52,7000	0,00237
52,8000	0,00231
52,9000	0,00231
53,0000	0,00225
53,1000	0,00225
53,2000	0,00219
53,3000	0,00219
53,4000	0,00212
53,5000	0,00212
53,6000	0,00212
53,7000	0,00206
53,8000	0,00206
53,9000	0,00200
54,0000	0,00200
54,1000	0,00200
54,2000	0,00194
54,3000	0,00194
54,4000	0,00194
54,5000	0,00187
54,6000	0,00187
54,7000	0,00187
54,8000	0,00181
54,9000	0,00181
55,0000	0,00181
55,1000	0,00175
55,2000	0,00175
55,3000	0,00175
55,4000	0,00169
55,5000	0,00169
55,6000	0,00169
55,7000	0,00169
55,8000	0,00162
55,9000	0,00162
56,0000	0,00162
56,1000	0,00162
56,2000	0,00156
56,3000	0,00156
56,4000	0,00156
56,5000	0,00156
56,6000	0,00150
56,7000	0,00150
56,8000	0,00150
56,9000	0,00150
57,0000	0,00150
57,1000	0,00144
57,2000	0,00144
57,3000	0,00144
57,4000	0,00144
57,5000	0,00144
57,6000	0,00137
57,7000	0,00137
57,8000	0,00137
57,9000	0,00137
58,0000	0,00131
58,1000	0,00131
58,2000	0,00131
58,3000	0,00131
58,4000	0,00131
58,5000	0,00131
58,6000	0,00125
58,7000	0,00125
58,8000	0,00125
58,9000	0,00125
59,0000	0,00125
59,1000	0,00125
59,2000	0,00119
59,3000	0,00119
59,4000	0,00119
59,5000	0,00119
59,6000	0,00119
59,7000	0,00119
59,8000	0,00119
59,9000	0,00112
60,0000	0,00112
60,1000	0,00112
60,2000	0,00112
60,3000	0,00112
60,4000	0,00112
60,5000	0,00112
60,6000	0,00106
60,7000	0,00106
60,8000	0,00106
60,9000	0,00106
61,0000	0,00106
61,1000	0,00106
61,2000	0,00106
61,3000	0,00100
61,4000	0,00100
61,5000	0,00100
61,6000	0,00100
61,7000	0,00100
61,8000	0,00100
61,9000	0,00100
62,0000	0,00100
62,1000	0,00100
62,2000	9,37500E-4
62,3000	9,37500E-4
62,4000	9,37500E-4
62,5000	9,37500E-4
62,6000	9,37500E-4
62,7000	9,37500E-4
62,8000	9,37500E-4
62,9000	9,37500E-4
63,0000	8,75000E-4
63,1000	8,75000E-4
63,2000	8,75000E-4
63,3000	8,75000E-4
63,4000	8,75000E-4
63,5000	8,75000E-4
63,6000	8,75000E-4
63,7000	8,75000E-4
63,8000	8,75000E-4
63,9000	8,75000E-4
64,0000	8,12500E-4
64,1000	8,12500E-4
64,2000	8,12500E-4
64,3000	8,12500E-4
64,4000	8,12500E-4
64,5000	8,12500E-4
64,6000	8,12500E-4
64,7000	8,12500E-4
64,8000	8,12500E-4
64,9000	8,12500E-4
65,0000	7,50000E-4
65,1000	7,50000E-4
65,2000	7,50000E-4
65,3000	7,50000E-4
65,4000	7,50000E-4
65,5000	7,50000E-4
65,6000	7,50000E-4
65,7000	7,50000E-4
65,8000	7,50000E-4
65,9000	7,50000E-4
66,0000	7,50000E-4
66,1000	6,87500E-4
66,2000	6,87500E-4
66,3000	6,87500E-4
66,4000	6,87500E-4
66,5000	6,87500E-4
66,6000	6,87500E-4
66,7000	6,87500E-4
66,8000	6,87500E-4
66,9000	6,87500E-4
67,0000	6,87500E-4
67,1000	6,87500E-4
67,2000	6,87500E-4
67,3000	6,87500E-4
67,4000	6,25000E-4
67,5000	6,25000E-4
67,6000	6,25000E-4
67,7000	6,25000E-4
67,8000	6,25000E-4
67,9000	6,25000E-4
68,0000	6,25000E-4
68,1000	6,25000E-4
68,2000	6,25000E-4
68,3000	6,25000E-4
68,4000	6,25000E-4
68,5000	6,25000E-4
68,6000	6,25000E-4
68,7000	5,62500E-4
68,8000	5,62500E-4
68,9000	5,62500E-4
69,0000	5,62500E-4
69,1000	5,62500E-4
69,2000	5,62500E-4
69,3000	5,62500E-4
69,4000	5,62500E-4
69,5000	5,62500E-4
69,6000	5,62500E-4
69,7000	5,62500E-4
69,8000	5,62500E-4
69,9000	5,62500E-4
70,0000	5,62500E-4
70,1000	5,62500E-4
70,2000	5,62500E-4
70,3000	5,00000E-4
70,4000	5,00000E-4
70,5000	5,00000E-4
70,6000	5,00000E-4
70,7000	5,00000E-4
70,8000	5,00000E-4
70,9000	5,00000E-4
71,0000	5,00000E-4
71,1000	5,00000E-4
71,2000	5,00000E-4
71,3000	5,00000E-4
71,4000	5,00000E-4
71,5000	5,00000E-4
71,6000	5,00000E-4
71,7000	5,00000E-4
71,8000	5,00000E-4
71,9000	4,37500E-4
72,0000	4,37500E-4
72,1000	4,37500E-4
72,2000	4,37500E-4
72,3000	4,37500E-4
72,4000	4,37500E-4
72,5000	4,37500E-4
72,6000	4,37500E-4
72,7000	4,37500E-4
72,8000	4,37500E-4
72,9000	4,37500E-4
73,0000	4,37500E-4
73,1000	4,37500E-4
73,2000	4,37500E-4
73,3000	4,37500E-4
73,4000	4,37500E-4
73,5000	4,37500E-4
73,6000	4,37500E-4
73,7000	4,37500E-4
73,8000	3,75000E-4
73,9000	3,75000E-4
74,0000	3,75000E-4
74,1000	3,75000E-4
74,2000	3,75000E-4
74,3000	3,75000E-4
74,4000	3,75000E-4
74,5000	3,75000E-4
74,6000	3,75000E-4
74,7000	3,75000E-4
74,8000	3,75000E-4
74,9000	3,75000E-4
75,0000	3,75000E-4
75,1000	3,75000E-4
75,2000	3,75000E-4
75,3000	3,75000E-4
75,4000	3,75000E-4
75,5000	3,75000E-4
75,6000	3,75000E-4
75,7000	3,75000E-4
75,8000	3,75000E-4
75,9000	3,12500E-4
76,0000	3,12500E-4
76,1000	3,12500E-4
76,2000	3,12500E-4
76,3000	3,12500E-4
76,4000	3,12500E-4
76,5000	3,12500E-4
76,6000	3,12500E-4
76,7000	3,12500E-4
76,8000	3,12500E-4
76,9000	3,12500E-4
77,0000	3,12500E-4
77,1000	3,12500E-4
77,2000	3,12500E-4
77,3000	3,12500E-4
77,4000	3,12500E-4
77,5000	3,12500E-4
77,6000	3,12500E-4
77,7000	3,12500E-4
77,8000	3,12500E-4
77,9000	3,12500E-4
78,0000	3,12500E-4
78,1000	3,12500E-4
78,2000	3,12500E-4
78,3000	3,12500E-4
78,4000	2,50000E-4
78,5000	2,50000E-4
78,6000	2,50000E-4
78,7000	2,50000E-4
78,8000	2,50000E-4
78,9000	2,50000E-4
79,0000	2,50000E-4
79,1000	2,50000E-4
79,2000	2,50000E-4
79,3000	2,50000E-4
79,4000	2,50000E-4
79,5000	2,50000E-4
79,6000	2,50000E-4
79,7000	2,50000E-4
79,8000	2,50000E-4
79,9000	2,50000E-4
80,0000	2,50000E-4
80,1000	2,50000E-4
80,2000	2,50000E-4
80,3000	2,50000E-4
80,4000	2,50000E-4
80,5000	1,87500E-4
80,6000	1,87500E-4
80,7000	1,87500E-4
80,8000	1,87500E-4
80,9000	1,87500E-4
81,0000	1,87500E-4
81,1000	1,87500E-4
81,2000	1,87500E-4
81,3000	1,87500E-4
81,4000	1,87500E-4
81,5000	1,87500E-4
81,6000	1,87500E-4
81,7000	1,87500E-4
81,8000	1,87500E-4
81,9000	1,87500E-4
82,0000	1,87500E-4
82,1000	1,87500E-4
82,2000	1,87500E-4
82,3000	1,87500E-4
82,4000	1,87500E-4
82,5000	1,87500E-4
82,6000	1,87500E-4
82,7000	1,87500E-4
82,8000	1,87500E-4
82,9000	1,87500E-4
83,0000	1,87500E-4
